period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
1/1/2022,1/31/2022,30,county,5,547,f,"DeKalb County, GA",,Georgia,GA,Multi-Family (2-4 Unit),4,395000,0.186186186,0.096612993,330000,0.13832356,0.064516129,,,,188.8903591,0.10925179,0.055000531,1,-0.8,-0.8,,,,2,-0.6,-0.714285714,8,0.142857143,-0.578947368,8,6.6,4.2,35,29,-5,,,,0,-0.2,-0.2,0.125,-0.160714286,0.019736842,,,,"Atlanta, GA",12060,3/19/2023
2/1/2018,2/28/2018,30,county,5,2043,f,"Gates County, NC",,North Carolina,NC,All Residential,-1,106500,-0.212569316,-0.105417892,134900,0.688360451,-0.151305442,77.08007419,-0.190659221,-0.035013832,79.58162801,0.566732176,-0.031773267,4,0,0,1,,,5,-0.285714286,-0.166666667,32,0.032258065,0.230769231,8,0.2,1.5,252,124,115,0.880753463,-0.090406066,0.039239429,0,-0.25,-0.25,,,,0,,,"Virginia Beach, VA",47260,3/19/2023
7/1/2022,7/31/2022,30,county,5,2345,f,"Lincoln County, OR",,Oregon,OR,All Residential,-1,549000,0.055769231,0.098,627500,0.231599607,0.25751503,338.7290168,0.107114309,0.156935528,348.524063,0.044584488,0.22429459,83,0.360655738,-0.161616162,79,0.316666667,-0.024691358,108,-0.194029851,-0.136,302,0.063380282,0.067137809,3.6,-1.1,0.7,50,-1,-4,0.988801201,-0.002664575,-0.02948767,0.289156627,-0.055105669,-0.175489838,,,,0.050632911,-0.049367089,-0.048132521,"Newport, OR",35440,3/19/2023
9/1/2015,9/30/2015,30,county,5,2163,f,"Ashtabula County, OH",,Ohio,OH,Single Family Residential,6,79400,-0.035529912,0.090659341,78250,-0.01572327,0.036423841,60.95790286,0.121625413,-0.06218611,59.01856764,-0.200124824,0.033278923,94,-0.06,0.189873418,45,-0.25,0.046511628,112,-0.211267606,-0.089430894,700,-0.033149171,-0.039780521,7.4,0.2,-1.8,87,22,2,0.921785328,-0.036410077,0.000737878,0.138297872,-0.031702128,0.075006733,0.224285714,-0.004996054,,0.2,-0.033333333,0.08372093,"Ashtabula, OH",11780,3/19/2023
1/1/2023,1/31/2023,30,county,5,1675,f,"Osage County, MO",,Missouri,MO,All Residential,-1,152500,-0.089280382,-0.196945761,294450,1.181111111,0.706956522,111.5276665,-0.063910624,-0.11670558,112.1935202,-0.021007654,0.458295355,2,-0.666666667,1,1,-0.666666667,,2,-0.333333333,0,10,-0.090909091,0.666666667,5,3.2,-1,118,44,114,0.833333333,-0.05952381,,0,0,0,0.2,-0.163636364,,0,0,,"Jefferson City, MO",27620,3/19/2023
1/1/2021,1/31/2021,30,county,5,2587,f,"Humphreys County, TN",,Tennessee,TN,All Residential,-1,158000,-0.18134715,0.057563588,194900,-0.025012506,0.300200133,93.71482176,-0.270132655,0.018642014,108.3393946,0.089993364,0.211762472,13,-0.133333333,0.083333333,13,0.625,1.6,16,-0.111111111,-0.157894737,42,-0.066666667,-0.528089888,3.2,0.2,-4.2,61,-17,-36,0.970617759,0.005897259,-0.051159521,0.307692308,0.241025641,0.141025641,0.071428571,0.004761905,-0.142054575,0.384615385,0.134615385,0.184615385,Tennessee nonmetropolitan area,,3/19/2023
4/1/2018,4/30/2018,30,county,5,564,f,"Gilmer County, GA",,Georgia,GA,All Residential,-1,200550,-0.007178218,-0.021707317,207000,-0.137136878,-0.054794521,122.112779,0.004103873,0.054846559,137.3546512,0.038499624,0.150055456,68,0.096774194,0.152542373,30,0.153846154,0.071428571,102,0.00990099,-0.13559322,363,0.07079646,-0.094763092,5.3,-0.2,-1.5,143,45,42,0.961319546,-0.002575365,0.005537725,0.161764706,0.032732448,0.026171486,,,,0.066666667,-0.01025641,0.066666667,Georgia nonmetropolitan area,,3/19/2023
8/1/2015,8/31/2015,30,county,5,498,f,"Taylor County, FL",,Florida,FL,Single Family Residential,6,52750,-0.438829787,-0.289083558,199000,0.693617021,0.722943723,49.03108682,0.163382902,-0.06497321,83.45272206,0.172907505,0.271249486,8,1.666666667,0.6,4,,0.333333333,17,0.545454545,0.416666667,81,0.025316456,0.157142857,10.1,-16.2,-3.9,104,-213,5,0.889734212,-0.103661686,-0.004602957,0.125,0.125,-0.075,,,,0.25,,-0.083333333,Florida nonmetropolitan area,,3/19/2023
11/1/2020,11/30/2020,30,county,5,1194,f,"Metcalfe County, KY",,Kentucky,KY,Single Family Residential,6,83265,-0.195507246,-0.343076923,169450,1.144936709,-0.366305161,55.25035987,-0.389843852,-0.027477693,95.36298994,0.647872466,0.402087534,4,0.333333333,1,3,0.5,,2,-0.6,0,8,-0.272727273,-0.333333333,2,-1.7,-4,42,4,-146,0.931651939,-0.068348061,0.086115549,0.25,0.25,0.25,,,,0,0,,"Glasgow, KY",23980,3/19/2023
4/1/2021,4/30/2021,30,county,5,1967,f,"Jefferson County, NY",,New York,NY,Multi-Family (2-4 Unit),4,52000,-0.606060606,-0.429574375,174950,-0.011023177,,29.41176471,-0.44106973,-0.426347985,110.6288177,0.023113795,,11,0,2.666666667,4,-0.333333333,3,15,0,,50,0.136363636,-0.038461538,4.5,0.5,-12.8,121,5,21,0.906500842,-0.065923428,0.020440236,0.181818182,-0.272727273,-0.151515152,,,,0.5,0.333333333,0.5,"Watertown, NY",48060,3/19/2023
1/1/2020,1/31/2020,30,county,5,3225,f,"Vernon County, WI",,Wisconsin,WI,All Residential,-1,128500,-0.225903614,0.070833333,189000,-0.24248497,0.26084056,102.7762431,-0.033292763,0.141669956,120.1236264,-0.139920345,0.362309305,10,-0.411764706,0,6,-0.333333333,-0.333333333,11,-0.214285714,-0.266666667,103,-0.080357143,0.337662338,10.3,3.7,2.6,67,-7,6,0.953224674,0.003266718,-0.014271224,0.2,0.141176471,-0.2,0.155339806,0.048196949,0.051443702,0,0,-0.111111111,Wisconsin nonmetropolitan area,,3/19/2023
11/1/2014,11/30/2014,30,county,5,2730,f,"Grayson County, TX",,Texas,TX,All Residential,-1,115000,-0.115384615,0.277777778,109700,-0.199270073,-0.066382979,71.00046104,-0.009194526,0.253525381,70.67006493,-0.053499871,-0.017730544,97,-0.353333333,0.141176471,79,0.012820513,0.128571429,144,-0.088607595,0.133858268,695,-0.074567244,-0.079470199,7.2,2.2,-1.7,58,-8,-50,0.92817736,-0.026157969,-0.0258418,0.113402062,0.020068729,-0.004244997,0.109352518,-0.089049613,-0.015150793,0.202531646,0.074326517,0.088245931,"Sherman, TX",43300,3/19/2023
7/1/2014,7/31/2014,30,county,5,3006,f,"Powhatan County, VA",,Virginia,VA,Single Family Residential,6,215000,0.16705116,-0.085106383,222500,-0.167368323,-0.042701947,121.0891098,0.066028345,0.023815226,119.5884049,-0.068491704,-0.037098658,41,-0.023809524,0.171428571,32,0.142857143,-0.058823529,56,0.272727273,-0.081967213,231,-0.021186441,0.235294118,5.6,0,0.3,34,-50,-3,0.97974021,0.016784697,0.010069689,0.073170732,0.025551684,0.044599303,,,,0.40625,0.013392857,0.023897059,"Richmond, VA",40060,3/19/2023
2/1/2017,2/28/2017,30,county,5,1269,f,"Rapides Parish, LA",,Louisiana,LA,All Residential,-1,151000,-0.095808383,-0.083459788,,,,87.74728781,-0.079499526,-0.133238058,,,,11,-0.607142857,-0.576923077,3,-0.8125,-0.625,,,,42,-0.20754717,-0.686567164,3.8,1.9,-1.4,141,57,19,0.989569523,0.01550675,0.011537922,0.181818182,0.074675325,0.143356643,,,,0,0,0,"Alexandria, LA",10780,3/19/2023
3/1/2020,3/31/2020,30,county,5,344,f,"Santa Barbara County, CA",,California,CA,Multi-Family (2-4 Unit),4,1107500,1.013636364,0.006818182,690000,-0.012875536,0.022222222,233.5294118,0.194756022,0.249655715,382.3529412,0.015529412,-0.074251069,12,1.4,0.714285714,11,1.2,2.666666667,15,0.875,0.363636364,23,0.045454545,-0.425,1.9,-2.5,-3.8,17,-4,-28,0.973494248,0.011269549,0.033086453,0.083333333,-0.116666667,0.083333333,0.173913043,-0.007905138,-0.151086957,0.636363636,0.036363636,0.303030303,"Santa Maria, CA",42200,3/19/2023
7/1/2022,7/31/2022,30,county,5,2732,f,"Grimes County, TX",,Texas,TX,Single Family Residential,6,260000,-0.147540984,-0.154471545,297000,-0.212201592,-0.2575,168.0424528,-0.067134192,0.164192369,194.0789474,0.030255699,0.035519006,31,-0.060606061,-0.184210526,25,-0.242424242,0.041666667,54,0.125,0.8,132,0.137931034,0.736842105,4.3,0.8,2.3,51,14,14,0.968863317,-0.003194725,-0.00718054,0.064516129,-0.086999022,-0.146010187,0.151515152,-0.038140021,-0.04585327,0.2,-0.163636364,-0.175,Texas nonmetropolitan area,,3/19/2023
2/1/2020,2/29/2020,30,county,5,2943,f,"Arlington County, VA",,Virginia,VA,Single Family Residential,6,1141750,0.268752084,0.183160622,647500,-0.003846154,-0.047093451,420.3077004,0.050056865,0.118477409,430.5292479,0.00406104,0.092021828,56,0.244444444,-0.188405797,55,0.222222222,-0.098360656,83,0.152777778,-0.135416667,136,0.088,0.046153846,2.4,-0.4,0.5,18,-46,-27,0.996985126,0.005383402,0.009436259,0.446428571,0.201984127,0.171066253,0.110294118,-0.017705882,-0.043552036,0.745454545,0.078787879,0.007749627,"Washington, DC",47894,3/19/2023
12/1/2020,12/31/2020,30,county,5,2246,f,"Wood County, OH",,Ohio,OH,All Residential,-1,234950,0.132289157,0.236904449,205900,0.030015008,0.122070845,120.1083758,0.023712007,0.082019803,112.0283019,-0.016866781,0.037731014,134,0.063492063,0.288461538,95,-0.144144144,0.338028169,67,-0.309278351,0.015151515,237,-0.22295082,-0.292537313,1.8,-0.6,-1.4,68,15,-4,0.994704675,0.004745629,0.019103608,0.291044776,-0.058161573,0.098737084,,,,0.052631579,0.016595543,-0.074128984,"Toledo, OH",45780,3/19/2023
6/1/2014,6/30/2014,30,county,5,562,f,"Franklin County, GA",,Georgia,GA,All Residential,-1,34500,-0.691964286,-0.85,122950,-0.046899225,-0.103862974,24.4133603,-0.646159033,-0.697274332,73.72730825,-0.046129893,-0.078295309,6,-0.454545455,-0.142857143,1,-0.666666667,0,26,0.130434783,0.444444444,144,0.099236641,-0.052631579,24,12.1,2.3,201,-36,74,0.947357129,-0.008592604,-0.004466687,0,-0.272727273,0,,,,0,0,0,Georgia nonmetropolitan area,,3/19/2023
9/1/2013,9/30/2013,30,county,5,2180,f,"Delaware County, OH",,Ohio,OH,All Residential,-1,232500,-0.091796875,-0.081934847,269900,0.091166363,0.042084942,103.7935347,-0.017280539,0.029061519,109.4548765,-0.000981585,0.038331758,305,-0.14084507,0.200787402,218,-0.195571956,0.463087248,309,-0.173796791,0.152985075,1039,-0.01047619,-0.105851979,3.4,0.4,-1.2,50,8,-29,0.976537061,-0.001043999,0.004649395,0.131147541,-0.012514431,0.013037305,,,,0.266055046,-0.007007685,-0.022535558,"Columbus, OH",18140,3/19/2023
10/1/2013,10/31/2013,30,county,5,2766,f,"Jones County, TX",,Texas,TX,Single Family Residential,6,52000,-0.412429379,-0.485148515,120000,-0.076212471,0.244813278,42.90429043,-0.295220981,-0.374448109,68.82893226,0.143979476,0.706480606,7,-0.416666667,0.166666667,4,-0.2,1,17,0.7,0.416666667,50,0,-0.107142857,7.1,2.9,-2.2,38,-48,-11,0.968384888,0.042051892,0.004411191,0.142857143,0.142857143,0.142857143,,,,0.25,0.05,0.25,"Abilene, TX",10180,3/19/2023
10/1/2019,10/31/2019,30,county,5,2345,f,"Lincoln County, OR",,Oregon,OR,All Residential,-1,373450,0.067,0.131666667,389000,0.041499331,0.11158737,211.018529,0.004999226,0.175465801,222.5765306,0.014573256,0.169574646,80,0.126760563,-0.157894737,41,0,-0.023809524,75,-0.038461538,0.136363636,413,-0.046189376,0.104278075,5.2,-0.9,1.3,102,9,-9,0.968225679,0.00237665,0.001886225,0.125,0.040492958,0.051315789,,,,0.097560976,0,0.00232288,"Newport, OR",35440,3/19/2023
8/1/2017,8/31/2017,30,county,5,2423,f,"Washington County, PA",,Pennsylvania,PA,Multi-Family (2-4 Unit),4,35000,-0.282051282,-0.72,179700,0.198799199,0.123511207,57.94344147,1.390929374,,112.9380603,0.096560996,-0.001257864,5,0.25,0.666666667,2,,0,6,-0.142857143,0,56,-0.050847458,0.217391304,11.2,-3.6,-4.1,181,35,-102,0.906272121,0.01479323,-0.028918874,0,0,0,0.160714286,-0.110472155,-0.14363354,0,,-0.5,"Pittsburgh, PA",38300,3/19/2023
8/1/2022,8/31/2022,30,county,5,868,f,"Morgan County, IN",,Indiana,IN,All Residential,-1,290000,0.037567084,0.294642857,273950,-0.03877193,0.191605046,138.1303972,-0.043149761,0.059312545,148.4828922,0.043651758,0.151353881,117,0.026315789,0.017391304,90,-0.090909091,-0.262295082,120,0.132075472,-0.04,172,0.075,0.638095238,1.5,0.1,0.6,12,5,7,0.984258234,-0.009745704,-0.021541201,0.273504274,-0.103688709,-0.126495726,0.331395349,-0.112354651,-0.011461794,0.633333333,0.057575758,-0.01420765,"Indianapolis, IN",26900,3/19/2023
1/1/2021,1/31/2021,30,county,5,1226,f,"Webster County, KY",,Kentucky,KY,All Residential,-1,130000,-0.212121212,0.625,135000,3.821428571,,58.53174603,-0.140824916,-0.092757937,46.18542593,1.104735839,,2,1,-0.333333333,1,,,1,0,,6,0,0.5,3,-3,1.7,54,,,0.969347185,0.052170976,0.084283916,0,0,0,,,,0,,,Kentucky nonmetropolitan area,,3/19/2023
2/1/2018,2/28/2018,30,county,5,2766,f,"Jones County, TX",,Texas,TX,All Residential,-1,122000,1.312796209,0.876923077,124500,0.560150376,0.246246246,92.28441755,1.676278356,1.633697809,52.59302464,0.093257507,-0.007929472,9,-0.1,0.8,4,-0.2,-0.428571429,10,-0.333333333,-0.411764706,49,-0.02,-0.222222222,5.4,0.4,-7.2,111,7,52,0.949634445,-0.009393995,0.032692486,0.222222222,0.122222222,0.222222222,0.224489796,0.084489796,0.01814059,0.25,-0.15,-0.035714286,"Abilene, TX",10180,3/19/2023
7/1/2020,7/31/2020,30,county,5,1367,f,"Crawford County, MI",,Michigan,MI,Single Family Residential,6,99400,-0.263157895,-0.252631579,152400,0.089349535,-0.022763706,77.82674897,-0.065386706,-0.075707064,95.82471434,0.013060337,0.088422664,33,0.5,0.178571429,17,1.428571429,0.416666667,26,-0.212121212,-0.235294118,102,-0.055555556,-0.177419355,3.1,-1.8,-1.3,68,-123,-17,0.964316443,0.01882813,0.019409228,0.212121212,0.121212121,0.104978355,,,,0.117647059,-0.025210084,0.117647059,Michigan nonmetropolitan area,,3/19/2023
10/1/2012,10/31/2012,30,county,5,2339,f,"Jackson County, OR",,Oregon,OR,Townhouse,13,157000,0.082758621,,180000,-0.142448785,,118.4831103,0.32782796,,112.5206384,-0.050303297,,5,-0.615384615,,3,-0.4,,8,1,,20,0.176470588,,4,2.7,,65,-68,,1.024317621,0.035762859,,0.6,0.446153846,,,,,0.333333333,0.333333333,,"Medford, OR",32780,3/19/2023
11/1/2012,11/30/2012,30,county,5,2994,f,"Mecklenburg County, VA",,Virginia,VA,All Residential,-1,212500,-0.251760563,0.261127596,157500,-0.483521889,-0.553128103,94.91626954,-0.48731846,-0.14817515,67.96116505,-0.462791223,-0.340671926,2,1,-0.6,,,,3,-0.5,-0.5,30,0,-0.615384615,15,-15,-0.6,675,-282,444,0.954704442,0.093837513,-0.024581117,0,0,-0.2,,,,,,,Virginia nonmetropolitan area,,3/19/2023
6/1/2022,6/30/2022,30,county,5,2740,f,"Harris County, TX",,Texas,TX,All Residential,-1,330490,-0.013462687,0.10806937,335000,0,0.118530885,161.8221504,-0.005397589,0.172670115,159.8971722,-0.008597508,0.142974785,5697,0.005471232,-0.092545397,5012,-0.091864468,-0.162013041,7509,0.114425646,-0.027961165,10095,0.227504864,0.055079431,1.8,0.3,0.3,11,0,1,1.004770494,-0.004638431,0.001138015,0.442338073,-0.026069975,0.012901947,0.334224864,0.054798794,0.06530764,0.607541899,-0.056890063,-0.033320833,"Houston, TX",26420,3/19/2023
2/1/2023,2/28/2023,30,county,5,811,f,"Williamson County, IL",,Illinois,IL,Townhouse,13,139750,0.020169797,2.49375,169750,,,90.55984556,-0.107537274,1.173436293,98.41880896,,,2,1,1,1,0,,1,,,2,-0.333333333,-0.333333333,1,-2,-2,117,79,-95,0.915839599,-0.092158929,0.004677868,0,-1,0,,,,0,0,,"Carbondale, IL",16060,3/19/2023
1/1/2023,1/31/2023,30,county,5,254,f,"Grant County, AR",,Arkansas,AR,Single Family Residential,6,186000,-0.005347594,0.055319149,172450,-0.080021339,-0.215958172,103.3333333,-0.113851285,-0.039456367,118.7836529,-0.139095096,0.011385663,7,-0.588235294,-0.416666667,17,0.888888889,-0.32,20,0.666666667,-0.333333333,42,-0.045454545,0.3125,6,3.4,3.3,40,-14,-1,0.98952455,0.013430191,-0.005410543,0.142857143,-0.092436975,-0.19047619,0.333333333,0.128787879,0.177083333,0.411764706,0.078431373,-0.188235294,"Little Rock, AR",30780,3/19/2023
3/1/2013,3/31/2013,30,county,5,1366,f,"Clinton County, MI",,Michigan,MI,Single Family Residential,6,145000,0.054545455,0.396244584,159900,0.103519669,0.066711141,64.37246964,-0.048196237,0.128520229,77.26666667,0.125377685,0.092483478,51,0.040816327,0.02,30,0.363636364,0.428571429,94,0.402985075,-0.06,327,0.079207921,-0.217703349,6.4,0.2,-2,129,8,-10,0.966991153,0.002755892,0.015947113,0.156862745,0.054821929,-0.083137255,,,,0.166666667,0.075757576,-0.023809524,"Lansing, MI",29620,3/19/2023
7/1/2012,7/31/2012,30,county,5,1879,f,"White Pine County, NV",,Nevada,NV,All Residential,-1,140500,-0.031034483,0.040740741,159000,0.776536313,0.429213483,79.77631951,-0.12411103,-0.214437889,65,-0.12013245,-0.254484728,8,0.6,0.142857143,2,-0.5,-0.5,9,-0.470588235,-0.470588235,71,-0.053333333,-0.08974359,8.9,-6.1,-2.2,174,111,72,0.968415172,-5.56E-05,0.000930772,0,0,-0.142857143,,,,0,0,0,Nevada nonmetropolitan area,,3/19/2023
7/1/2020,7/31/2020,30,county,5,1459,f,"Hubbard County, MN",,Minnesota,MN,Townhouse,13,234450,1.112162162,,,,,138.8347578,-0.099450219,,,,,2,1,,1,-0.5,,,,,1,-0.5,,0.5,-1.5,,23,22,,0.996997999,0.030940557,,0,0,,,,,0,-0.5,,Minnesota nonmetropolitan area,,3/19/2023
9/1/2015,9/30/2015,30,county,5,307,f,"Calaveras County, CA",,California,CA,All Residential,-1,245000,0.029411765,0,312000,-0.23902439,0.006815366,135.8219937,-0.099763356,-0.025206753,167.3195299,-0.147780115,0.03875457,11,0.833333333,0.222222222,2,-0.5,1,10,0.428571429,1,35,-0.078947368,0.25,3.2,-3.1,0.1,113,39,-35,0.957002135,-0.021644549,0.027357964,0.181818182,-0.151515152,0.181818182,,,,0,0,0,California nonmetropolitan area,,3/19/2023
7/1/2014,7/31/2014,30,county,5,1321,f,"Harford County, MD",,Maryland,MD,All Residential,-1,229750,-0.062244898,-0.062244898,245000,-0.027777778,0.021258858,134.6807043,0.003208321,0.013289178,133.6942675,-0.041737469,-0.01823282,312,0.11827957,-0.060240964,187,-0.245967742,-0.157657658,368,-0.127962085,0.027932961,1472,0.034434294,0.261353899,4.7,-0.4,1.2,36,-5,-4,0.977343426,-0.000851882,0.006521713,0.144230769,-0.002722636,0.014712697,0.288043478,-0.007810352,0.006124027,0.342245989,0.039826634,-9.64E-05,"Baltimore, MD",12580,3/19/2023
12/1/2012,12/31/2012,30,county,5,351,f,"Sonoma County, CA",,California,CA,All Residential,-1,359000,0.025714286,0.237931034,355000,0,0.236933798,225.8586799,0.035834635,0.214977935,221.7390635,-0.042214766,0.186515867,467,-0.071570577,-0.048879837,301,-0.152112676,-0.170798898,313,-0.160857909,-0.113314448,675,-0.125647668,-0.498141264,1.4,-0.1,-1.3,23,4,-20,1.002937621,0.003496344,0.030778074,0.344753747,-0.032979851,0.1288678,0.174814815,-0.049278449,-0.106226077,0.598006645,0.034626363,0.281202237,"Santa Rosa, CA",42220,3/19/2023
5/1/2021,5/31/2021,30,county,5,817,f,"Benton County, IN",,Indiana,IN,All Residential,-1,111000,0.233333333,-0.104477612,97500,0.084538376,-0.140590569,77.17350217,0.283909233,0.189170044,74.55470738,-0.075521628,-0.094997785,10,0.25,0.25,5,-0.166666667,-0.166666667,13,1.6,5.5,18,0.5,-0.181818182,1.8,0.3,-1,67,17,15,0.976393909,0.011369012,-0.027381117,0.4,0.275,0.025,,,,0,0,0,"Lafayette, IN",29200,3/19/2023
11/1/2013,11/30/2013,30,county,5,3009,f,"Prince William County, VA",,Virginia,VA,Single Family Residential,6,365000,-0.059278351,0.042857143,275000,-0.083027676,-0.035086026,154.1078108,-0.013710011,0.04082515,153.1031929,-0.008071011,0.080176888,277,-0.224089636,-0.147692308,263,-0.120401338,0.168888889,237,-0.359459459,-0.212624585,878,-0.139215686,0.055288462,3.2,0.3,0.6,43,8,10,0.989401368,-0.002682209,-0.001809781,0.194945848,-0.059956112,-0.045054152,0.271070615,-0.034811738,0.039099461,0.25095057,-0.076808627,-0.135716096,"Washington, DC",47894,3/19/2023
10/1/2019,10/31/2019,30,county,5,222,f,"Navajo County, AZ",,Arizona,AZ,Single Family Residential,6,229450,-0.134150943,0.015265487,279450,0.054926387,0.215,153.1393568,-0.035222052,0.012243782,155.190476,-0.082829661,-0.033719678,74,0.072463768,-0.063291139,26,-0.212121212,-0.257142857,45,0.071428571,0.323529412,213,-0.08974359,0.086734694,2.9,-0.5,0.4,115,36,35,0.966866216,0.002222601,0.007135662,0.040540541,0.011555033,-0.022750599,,,,0.076923077,-0.104895105,0.076923077,"Show Low, AZ",43320,3/19/2023
2/1/2022,2/28/2022,30,county,5,221,f,"Mohave County, AZ",,Arizona,AZ,All Residential,-1,372000,0.037457226,0.219672131,399900,0.052645433,0.290416263,230.4609218,0.04772714,0.243955122,235.2102637,0.017163887,0.286550576,411,0.078740157,-0.026066351,322,0.175182482,0.141843972,480,0.043478261,-0.130434783,1275,0.009501188,-0.126712329,3.1,-0.2,-0.4,63,-9,-3,0.986529281,-0.001583088,-0.005505628,0.240875912,0.036151503,-0.031635936,,,,0.124223602,0.003785646,0.056847716,"Lake Havasu City, AZ",29420,3/19/2023
6/1/2022,6/30/2022,30,county,5,2086,f,"Rowan County, NC",,North Carolina,NC,Multi-Family (2-4 Unit),4,305000,0.435294118,0.615979655,294750,0.049885127,0.287174112,114.8343373,-0.201490592,0.095166935,174.3393061,0.029644577,0.267855493,3,0.5,-0.5,,,,4,0,3,7,0,0.166666667,2.3,-1.2,1.3,27,-4,24,0.973447355,-0.02680277,-0.046393915,0.333333333,-0.166666667,0.166666667,0.142857143,0,,0.5,0.1,0.5,"Charlotte, NC",16740,3/19/2023
4/1/2012,4/30/2012,30,county,5,2794,f,"McLennan County, TX",,Texas,TX,All Residential,-1,58531,-0.527022222,-0.091197044,62000,-0.494702526,-0.179134119,33.73544669,-0.475810878,-0.313317726,43.47826087,-0.313118576,-0.023598951,5,1.5,0.25,3,,0,7,-0.125,-0.125,26,0.083333333,-0.071428571,5.2,-6.8,-1.8,87,-67,61,0.855005876,-0.000337172,-0.139535791,0,0,-0.25,,,,0,,0,"Waco, TX",47380,3/19/2023
10/1/2022,10/31/2022,30,county,5,2934,f,"Washington County, VT",,Vermont,VT,Condo/Co-op,3,266000,0.043137255,0.237497092,334000,0.136054422,0.309803922,257.9583363,-0.190718945,-0.02299427,207.2625067,0.038969745,0.160670037,8,1.666666667,-0.333333333,7,1.333333333,-0.125,4,-0.428571429,-0.2,10,-0.375,-0.090909091,1.3,-4,0.4,67,20,-19,1.019337713,-0.200155726,0.016991447,0.75,0.416666667,0.416666667,0.2,0.1375,0.018181818,0.428571429,0.095238095,0.178571429,"Barre, VT",12740,3/19/2023
12/1/2014,12/31/2014,30,county,5,2026,f,"Cherokee County, NC",,North Carolina,NC,All Residential,-1,104500,-0.177812746,-0.079295154,171700,0.322804314,0.597952536,75.89357034,-0.099991542,0.055565475,101.4415221,0.075952605,0.674286664,32,-0.255813953,-0.111111111,15,0,1.142857143,20,-0.047619048,0.428571429,202,-0.047169811,0.046632124,6.3,1.4,0.9,94,-46,-73,0.947299053,0.009778835,0.021610213,0.03125,-0.061773256,-0.052083333,,,,0,-0.066666667,0,North Carolina nonmetropolitan area,,3/19/2023
5/1/2013,5/31/2013,30,county,5,566,f,"Glynn County, GA",,Georgia,GA,All Residential,-1,165000,-0.309623431,-0.124668435,215000,0.137566138,-0.172281039,91.85763042,-0.202288999,-0.090823081,116.5833333,0.144293687,-0.007286258,117,0.158415842,0.103773585,36,-0.2,-0.181818182,189,0.021621622,0.211538462,1060,0.016299137,0.04743083,9.1,-1.2,-0.4,170,22,32,0.92965616,-0.003342864,0.002651369,0.136752137,0.057544216,0.014110627,,,,0.138888889,0.094444444,0.116161616,"Brunswick, GA",15260,3/19/2023
