period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
3/1/2021,3/31/2021,30,county,5,757,f,"Kankakee County, IL",,Illinois,IL,Condo/Co-op,3,109846,,,184900,,,74.41875,,,117.0907588,,,2,,,,,,2,,,2,,,1,,,19,,,1.033487321,,,0.5,,,,,,,,,"Kankakee, IL",28100,3/19/2023
11/1/2013,11/30/2013,30,county,5,331,f,"Nevada County, CA",,California,CA,All Residential,-1,350000,0.006470165,0.320754717,337000,-0.1575,-0.135675814,202.0506634,0.050447589,0.264770175,211.0331102,-0.050821694,-0.094932885,183,-0.036842105,0.045714286,63,-0.34375,1.032258065,98,-0.066666667,1.390243902,436,-0.089770355,1,2.4,-0.1,1.2,72,9,-19,0.972891293,0.007968503,0.00094243,0.218579235,0.060684498,0.007150664,0.137614679,-0.069065906,0.068807339,0.142857143,0.02827381,-0.211981567,"Truckee, CA",46020,3/19/2023
7/1/2018,7/31/2018,30,county,5,2354,f,"Umatilla County, OR",,Oregon,OR,Multi-Family (2-4 Unit),4,267500,,,210450,,,84.32713396,,,138.3076725,,,2,,,2,,,2,,,5,,,2.5,,,73,,,0.929534314,,,0,,,0.2,,,0.5,,,"Hermiston, OR",25840,3/19/2023
2/1/2020,2/29/2020,30,county,5,897,f,"Vigo County, IN",,Indiana,IN,All Residential,-1,119550,0.552597403,0.067410714,149900,0.395716946,0.362739661,72.09385998,0.148458036,0.193376682,78.23232323,0.08197061,0.109277878,70,-0.078947368,-0.090909091,42,0.272727273,0.05,113,0.37804878,0.430379747,458,0.075117371,0.008810573,6.5,0.9,0.6,80,-22,-22,0.957952826,0.024194308,0.013420223,0.1,0.034210526,0.022077922,,,,0.071428571,0.010822511,0.071428571,"Terre Haute, IN",45460,3/19/2023
4/1/2020,4/30/2020,30,county,5,2066,f,"Mecklenburg County, NC",,North Carolina,NC,Condo/Co-op,3,241500,0.133802817,0.284574468,289285,-0.051213513,-0.032491639,229.5081967,0.079882581,0.117734724,149.8313975,-0.019450626,0.033165756,127,-0.345360825,8.769230769,,,,133,-0.392694064,2.41025641,450,-0.042553191,1.528089888,3.5,1.1,-10.2,50,5,-81,0.989811971,0.005116088,0.024877667,0.31496063,0.06753795,0.161114476,0.153333333,0.002269504,-0.037677903,0.168141593,-0.051036489,-0.10458568,"Charlotte, NC",16740,3/19/2023
7/1/2020,7/31/2020,30,county,5,2763,f,"Jim Hogg County, TX",,Texas,TX,Single Family Residential,6,81750,2.40625,,,,,55.65074162,1.587759485,,,,,2,1,,1,,,,,,6,-0.333333333,,3,-6,,175,-30,,0.791666667,-0.011008919,,0,0,,,,,0,,,Texas nonmetropolitan area,,3/19/2023
5/1/2017,5/31/2017,30,county,5,741,f,"Gallatin County, IL",,Illinois,IL,All Residential,-1,65000,,,105000,,,36.11111111,,,54.97382199,,,3,,,,,,1,,,11,,,3.7,,,231,,,0.943605518,,,0,,,,,,,,,Illinois nonmetropolitan area,,3/19/2023
12/1/2019,12/31/2019,30,county,5,2936,f,"Windsor County, VT",,Vermont,VT,Townhouse,13,280500,1.013639627,0.453367876,233500,0.265925725,-0.09496124,156.1994285,0.465233577,0.214980596,146.5259189,0.294166553,0.142878531,4,-0.428571429,0,1,-0.75,-0.666666667,3,0,-0.25,25,-0.074074074,-0.193548387,6.3,2.4,-1.5,157,73,92,0.959521895,0.000158288,-0.013347894,0,0,-0.25,0.04,-0.071111111,0.007741935,0,0,0,"Lebanon, NH",30100,3/19/2023
7/1/2022,7/31/2022,30,county,5,336,f,"Sacramento County, CA",,California,CA,Single Family Residential,6,545750,-0.025446429,0.061770428,520000,-0.01868277,0.06144111,338.5058943,-0.033683755,0.048939784,325.0722543,-0.017307618,0.063760253,1116,-0.173945226,-0.297671492,1274,-0.007014809,-0.202753442,1612,-0.136582753,-0.188726724,2433,0.127432808,0.589157413,2.2,0.6,1.2,14,5,7,1.005743669,-0.015108026,-0.039983362,0.506272401,-0.141395992,-0.260876749,0.535552815,0.061502769,0.178923162,0.394819466,-0.149217946,-0.327333225,"Sacramento, CA",40900,3/19/2023
11/1/2019,11/30/2019,30,county,5,1363,f,"Cheboygan County, MI",,Michigan,MI,All Residential,-1,174500,0.073846154,,139450,-0.216352908,,85.26284072,-0.082112726,,85.07820137,0.004832807,,36,-0.234042553,,17,-0.291666667,,24,-0.294117647,,214,-0.089361702,,5.9,0.9,,107,9,,0.95834893,0.009274721,,0.166666667,0.039007092,,,,,0,0,,Michigan nonmetropolitan area,,3/19/2023
5/1/2016,5/31/2016,30,county,5,1417,f,"Ottawa County, MI",,Michigan,MI,Multi-Family (2-4 Unit),4,187900,0.076790831,0.540163934,199900,-0.048095238,0.081124932,60.97560976,,0.238767651,128.3734203,0.053924736,0.165954122,7,0.4,2.5,6,2,5,9,3.5,-0.25,10,-0.090909091,-0.6,1.4,-0.8,-11.1,122,116,-14,0.928132138,-0.057937495,0.038514188,0,-0.2,0,0.3,0.209090909,,0.833333333,0.833333333,0.833333333,"Grand Rapids, MI",24340,3/19/2023
1/1/2017,1/31/2017,30,county,5,2866,f,"Travis County, TX",,Texas,TX,Townhouse,13,204000,-0.349272956,-0.064220183,346950,0.067538462,0.022697126,126.9244024,-0.387367556,-0.25044089,183.3307466,0.017337935,0.031502459,7,-0.708333333,-0.363636364,11,-0.153846154,0.375,19,0.117647059,-0.208333333,61,0.051724138,0.487804878,8.7,6.3,5,44,26,13,0.973687568,0.004465256,-0.01290781,0,-0.25,-0.272727273,0.147540984,0.113058225,0.00119952,0.454545455,-0.006993007,-0.295454545,"Austin, TX",12420,3/19/2023
8/1/2012,8/31/2012,30,county,5,1893,f,"Burlington County, NJ",,New Jersey,NJ,Multi-Family (2-4 Unit),4,124800,,,199994.5,,,67.45945946,,,123.6187605,,,1,,,1,,,7,,,55,,,55,,,,,,0.96073903,,,0,,,0.2,,,0,,,"Camden, NJ",15804,3/19/2023
2/1/2022,2/28/2022,30,county,5,1486,f,"Otter Tail County, MN",,Minnesota,MN,Single Family Residential,6,203750,-0.143907563,0.253846154,264000,-0.04,0.227906977,114.3732418,-0.025921224,0.09677122,138.2015603,-0.078451476,0.22147876,26,-0.365853659,-0.333333333,29,1.071428571,0.611111111,32,0.391304348,-0.111111111,76,-0.025641026,-0.506493506,2.9,1,-1,39,-7,-75,0.986649413,0.014635468,0.014500599,0.307692308,0.039399625,0,0.078947368,0.014844804,0.072453862,0.517241379,0.088669951,0.295019157,"Fergus Falls, MN",22260,3/19/2023
1/1/2017,1/31/2017,30,county,5,966,f,"Madison County, IA",,Iowa,IA,All Residential,-1,164500,0.028125,0.430434783,170000,0.133711237,0.014925373,149.5375902,0.255950121,1.003803708,109.2767296,-0.037730425,0.002283379,8,-0.2,0.6,2,-0.5,,11,0.375,0,46,0.022222222,-0.26984127,5.8,1.3,-6.8,137,-20,22,0.974437975,0.033729813,0.035722675,0.125,0.025,0.125,,,,0,-0.25,,"Des Moines, IA",19780,3/19/2023
2/1/2019,2/28/2019,30,county,5,1429,f,"Wayne County, MI",,Michigan,MI,All Residential,-1,124000,0.055319149,0.07826087,119900,-0.020824826,-0.019623876,100,0.062650602,0.060668885,98.11616954,-0.01439625,0.003551884,1289,-0.019771863,-0.124320652,1246,-0.007961783,-0.11316726,1695,-0.030874786,-0.093097913,4605,-0.034995809,0.038331454,3.6,0,0.6,42,6,-6,0.955157827,-0.001350244,-0.006352146,0.159038014,-0.024992404,-0.059032638,0.219109663,-0.032357227,-0.012682896,0.467094703,0.066616996,-0.056748713,"Detroit, MI",19804,3/19/2023
1/1/2017,1/31/2017,30,county,5,2874,f,"Victoria County, TX",,Texas,TX,Single Family Residential,6,163600,-0.081930415,0.028930818,162400,-0.097276265,-0.202749141,97.36895161,-0.09033186,-0.042762944,99.3546436,-0.03311079,-0.063229395,48,-0.142857143,0.090909091,29,0.074074074,0.115384615,86,0.72,0.131578947,374,0.010810811,0.202572347,7.8,1.2,0.7,100,-19,33,0.9596236,-0.006435781,-0.013170327,0.083333333,0.047619048,-0.007575758,0.002673797,,,0.068965517,-0.079182631,0.030503979,"Victoria, TX",47020,3/19/2023
12/1/2013,12/31/2013,30,county,5,2406,f,"Montgomery County, PA",,Pennsylvania,PA,Condo/Co-op,3,149900,0.05884015,-0.105074627,224000,-0.102923508,-0.017112769,120.9528215,-0.041789788,-0.108513562,129.0078497,-0.084293849,-0.012436909,57,-0.313253012,0.14,34,-0.055555556,0.259259259,49,-0.328767123,0.225,391,-0.08,0.023560209,6.9,1.8,-0.7,67,-27,-23,0.93492229,-0.004126749,-0.014164559,0.035087719,0.010991334,-0.044912281,0.112531969,-0.068644501,0.026144535,0.235294118,0.013071895,0.013071895,"Montgomery County, PA",33874,3/19/2023
5/1/2022,5/31/2022,30,county,5,756,f,"Kane County, IL",,Illinois,IL,Condo/Co-op,3,195500,0.051075269,0.133333333,315000,-0.030769231,0.086206897,156.8627451,0.058816756,0.222997674,172.2651034,0.028393961,0.110152049,58,0.234042553,0.115384615,59,0.475,0.035087719,59,-0.032786885,0.072727273,91,-0.021505376,0.82,1.6,-0.4,0.6,36,-5,30,1.02277478,0.00468574,0.018951995,0.603448276,0.007703595,0.122679045,0.021978022,-0.010280043,-0.098021978,0.084745763,0.034745763,-0.704727921,"Elgin, IL",20994,3/19/2023
3/1/2018,3/31/2018,30,county,5,3093,f,"Okanogan County, WA",,Washington,WA,Single Family Residential,6,200000,-0.126637555,0.428571429,239500,0.176904177,0.19809905,112.1773288,-0.205145602,0.058803933,126.3333333,0.03949216,0.065262982,27,0.125,0.35,8,-0.6,-0.652173913,44,0.189189189,-0.137254902,189,0.073863636,-0.091346154,7,-0.3,-3.4,86,-13,-34,0.974864227,0.038579992,-0.006696047,0.185185185,0.101851852,0.035185185,0.153439153,0.051166426,0.028439153,0.375,-0.025,-0.10326087,Washington nonmetropolitan area,,3/19/2023
7/1/2018,7/31/2018,30,county,5,262,f,"Jefferson County, AR",,Arkansas,AR,Condo/Co-op,3,75000,0.293103448,,95000,,,52.11952745,0.446766193,,54.27018634,,,1,0,,1,0,,2,,,3,0.5,,3,1,,503,343,,0.974025974,0.046025974,,0,0,,,,,1,0,,"Pine Bluff, AR",38220,3/19/2023
10/1/2016,10/31/2016,30,county,5,440,f,"Bradford County, FL",,Florida,FL,All Residential,-1,60000,-0.318181818,-0.481417459,96000,-0.804079633,0.011591149,35.68161025,-0.347629782,-0.521248142,90.56603774,-0.907584733,0.572000156,7,0.166666667,0.166666667,2,1,-0.5,9,8,-0.1,36,-0.027027027,-0.379310345,5.1,-1.1,-4.6,120,-38,68,0.920252781,0.02524233,-0.032943174,0,0,-0.166666667,0.027777778,,,0,0,-0.25,Florida nonmetropolitan area,,3/19/2023
3/1/2017,3/31/2017,30,county,5,1386,f,"Kalamazoo County, MI",,Michigan,MI,All Residential,-1,146250,0.151574803,0.09962406,169900,-0.055586437,0.039779682,92.59259259,0.049943883,0.063788255,101.8907563,-0.04079263,0.079209678,302,0.650273224,0.1796875,291,0.572972973,0.141176471,400,0.428571429,-0.017199017,640,0.009463722,-0.246171967,2.1,-1.4,-1.2,43,-12,-33,0.981674332,0.020237634,0.019677012,0.218543046,0.103788948,0.101355546,0.234375,0.023018533,0.003515165,0.577319588,0.052995263,0.004770568,"Kalamazoo, MI",28020,3/19/2023
7/1/2020,7/31/2020,30,county,5,374,f,"Crowley County, CO",,Colorado,CO,All Residential,-1,170000,-0.16235526,2.655913978,136550,0.820666667,0.820666667,74.17102967,-0.176039159,0.518512263,97.64337508,1.132531312,0.293769858,3,0.5,0,2,0,1,4,3,1,13,0.083333333,-0.071428571,4.3,-1.7,-0.4,60,18,-35,0.968823254,0.017983992,0.099378809,0,-0.5,0,,,,0,0,0,Colorado nonmetropolitan area,,3/19/2023
1/1/2019,1/31/2019,30,county,5,1336,f,"Bristol County, MA",,Massachusetts,MA,All Residential,-1,280000,-0.053574447,0.056603774,289900,0.037394883,0.054181818,179.0591806,-0.010532232,0.044321395,182.3964497,-0.010223544,0.083187986,369,-0.245398773,-0.023809524,316,-0.104815864,0.136690647,479,0.555194805,0.154216867,1307,-0.038263429,0.135534318,3.5,0.7,0.5,43,2,2,0.980309974,0.005162592,0.001894479,0.249322493,-0.010391208,-0.017873274,0.244835501,0.053518356,0.045878073,0.376582278,0.104627604,-0.008309808,"Providence, RI",39300,3/19/2023
3/1/2014,3/31/2014,30,county,5,488,f,"Pinellas County, FL",,Florida,FL,Townhouse,13,169500,0.064364207,0.035177721,159000,0.06,0.104166667,97.4758458,-0.002844177,0.0086631,118.4026723,0.033079172,0.144150917,78,0,-0.103448276,35,-0.326923077,-0.146341463,115,0,0,532,0.013333333,0.015267176,6.8,0.1,0.8,131,53,0,0.964424745,-0.005966632,0.00756332,0.128205128,-0.051282051,0.024756852,0.045112782,0.033684211,,0.171428571,0.056043956,0.09825784,"Tampa, FL",45300,3/19/2023
10/1/2020,10/31/2020,30,county,5,1056,f,"Leavenworth County, KS",,Kansas,KS,Townhouse,13,167225,-0.137793246,0.115205068,239950,-0.059019608,0.264891935,141.5460336,0.006997127,0.348201949,124.1154562,0.043206322,0.129533576,6,-0.142857143,-0.142857143,,,,1,-0.8,-0.857142857,,,,0.5,-0.4,-1.2,23,-21,-12,,,,,,,,,,1,0.333333333,0.666666667,"Kansas City, MO",28140,3/19/2023
1/1/2021,1/31/2021,30,county,5,2450,f,"Dorchester County, SC",,South Carolina,SC,Single Family Residential,6,271750,-0.046491228,0.011934685,286000,0.036231884,0.121568627,140.0325733,0.017763648,0.061913681,143.1876607,0.020801145,0.091201549,232,-0.329479769,0.110047847,198,-0.24137931,0.365517241,256,0.049180328,-0.092198582,560,-0.010600707,-0.314565483,2.4,0.8,-1.5,61,1,-13,0.993168156,0.001891454,0.006610076,0.25,-0.024566474,0.082535885,0.098214286,-0.021927057,-0.069472373,0.212121212,0.00522466,-0.056844305,"Charleston, SC",16700,3/19/2023
8/1/2020,8/31/2020,30,county,5,1230,f,"Acadia Parish, LA",,Louisiana,LA,Single Family Residential,6,130000,-0.022556391,-0.161290323,137450,-0.186686391,0.206230803,84.36886854,0.014231104,0.009582528,84.67607973,-0.225265318,0.192831616,25,0,0.086956522,11,-0.153846154,0.222222222,16,0.454545455,0.142857143,82,-0.098901099,-0.046511628,3.3,-0.3,-0.4,141,55,17,0.943198168,0.00241102,-0.021738892,0.16,0.08,-0.013913043,,,,0.272727273,0.272727273,0.272727273,"Lafayette, LA",29180,3/19/2023
1/1/2012,1/31/2012,30,county,5,439,f,"Bay County, FL",,Florida,FL,Townhouse,13,109000,0.406451613,0.055843464,160000,-0.069226294,-0.036144578,84.17308832,0.148298131,0.115219631,110.6965174,-0.038820871,-0.098611526,18,0.285714286,0.125,4,1,1,15,1.5,0.071428571,87,0.011627907,-0.387323944,4.8,-1.3,-4.1,444,-189,-312,0.931793211,0.020043323,0.00881525,0.055555556,-0.015873016,-0.069444444,,,,0.25,0.25,0.25,"Panama City, FL",37460,3/19/2023
1/1/2022,1/31/2022,30,county,5,1927,f,"Los Alamos County, NM",,New Mexico,NM,Townhouse,13,358500,-0.114814815,0.318014706,422500,0.173611111,0.217579251,235.4671253,0.067752849,-0.051205995,249.1511533,0.107338459,0.135971405,8,1.666666667,1.666666667,3,-0.5,0,3,-0.5,0,1,0,0,0.1,-0.2,-0.2,9,3,2,1.085656202,0.040552013,0.021767313,0.75,-0.25,0.083333333,,,,0.666666667,-0.333333333,0,"Los Alamos, NM",31060,3/19/2023
2/1/2012,2/29/2012,30,county,5,842,f,"Hamilton County, IN",,Indiana,IN,Multi-Family (2-4 Unit),4,105000,,,219900,,,42.13483146,,,84.51699463,,,1,,,,,,2,,,19,,,19,,,,,,1,,,0,,,,,,,,,"Indianapolis, IN",26900,3/19/2023
2/1/2013,2/28/2013,30,county,5,2915,f,"Summit County, UT",,Utah,UT,Townhouse,13,344247,-0.14472795,-0.043758333,594000,-0.180576631,-0.028618152,208.5457028,0.292725757,0.116878097,269.6488294,-0.192921748,0.047390009,2,-0.5,1,3,0.5,,3,-0.5,-0.5,21,0,-0.322580645,10.5,5.2,-20.5,47,-94,-226,0.971742114,0.003926506,0.024373693,0,0,0,,,,0.333333333,-0.666666667,,"Heber, UT",25720,3/19/2023
3/1/2020,3/31/2020,30,county,5,687,f,"Elmore County, ID",,Idaho,ID,Townhouse,13,145000,,0.046931408,209900,,0.14076087,143.4223541,,0.536742047,141.94048,,0.230812554,1,,-0.666666667,1,,0,1,,-0.5,1,,-0.666666667,1,,0,7,,-28,0.967311541,,-0.014547869,0,,0,,,,1,,0,"Mountain Home, ID",34300,3/19/2023
2/1/2023,2/28/2023,30,county,5,2809,f,"Montgomery County, TX",,Texas,TX,Condo/Co-op,3,185000,0.020267476,-0.159090909,349350,0.040018457,-0.012026216,181.9023569,-0.13475017,-0.252725453,171.3947991,0.017720452,0.006035533,11,0.833333333,-0.476190476,9,0,-0.709677419,17,-0.105263158,-0.413793103,53,0.019230769,2.533333333,4.8,-3.9,4.1,80,17,63,0.960986224,-0.008717753,-0.025521277,0.181818182,-0.151515152,-0.056277056,0.301886792,0.032656023,0.101886792,0.222222222,-0.111111111,-0.551971326,"Houston, TX",26420,3/19/2023
2/1/2016,2/29/2016,30,county,5,1798,f,"Douglas County, NE",,Nebraska,NE,All Residential,-1,155000,-0.018987342,0.068965517,174950,0.166333333,0.093779306,86.95452231,-0.000182251,0.063019035,94.60025115,0.062648139,0.086036307,507,0.045360825,0.028397566,588,0.309576837,0.204918033,774,0.240384615,-0.023959647,1387,-0.04607978,-0.204701835,2.7,-0.3,-0.8,44,7,-13,0.972220612,-0.005968445,0.001623766,0.199211045,-0.023469367,0.038967638,0.183129056,-0.001877822,0.073037312,0.629251701,0.186044574,0.045235307,"Omaha, NE",36540,3/19/2023
3/1/2013,3/31/2013,30,county,5,2809,f,"Montgomery County, TX",,Texas,TX,Single Family Residential,6,205000,0.070261353,0.030150754,231950,0.05913242,0.10452381,92.24491246,0.048415349,0.090423075,98.9010989,0.036675969,0.095662063,646,0.343035343,0.259259259,636,0.361884368,0.269461078,1080,0.419185283,0.140443506,2337,0.061307902,-0.162065256,3.6,-1,-1.8,52,-16,-25,0.973291769,0.002622004,0.011913521,0.167182663,0.050758546,0.073615411,0.177150193,0.012300056,,0.504716981,0.014352955,0.133459496,"Houston, TX",26420,3/19/2023
9/1/2012,9/30/2012,30,county,5,2766,f,"Jones County, TX",,Texas,TX,All Residential,-1,181000,2.453177018,0.723809524,52225,-0.340593434,-0.190310078,96.61504087,2.469820291,0.44830547,38.95833333,-0.236416667,-0.056883681,6,-0.25,-0.142857143,3,-0.25,0.5,14,0.555555556,1,50,0.19047619,0.219512195,8.3,3,2.4,127,100,70,0.949608294,-0.069883883,-0.019320429,0,-0.125,-0.142857143,,,,0.333333333,-0.166666667,0.333333333,"Abilene, TX",10180,3/19/2023
7/1/2014,7/31/2014,30,county,5,629,f,"Spalding County, GA",,Georgia,GA,Multi-Family (2-4 Unit),4,14300,-0.523333333,,87400,,,5.875102712,-0.641814571,,57.47918376,,,1,0,,1,,,1,,,12,-0.25,,12,-4,,161,-75,,1.108527132,0.16808826,,1,1,,0.166666667,-0.020833333,,0,,,"Atlanta, GA",12060,3/19/2023
6/1/2012,6/30/2012,30,county,5,1093,f,"Shawnee County, KS",,Kansas,KS,All Residential,-1,63433.5,,0.854780702,,,,46.82740426,,0.851056457,,,,2,,0,2,,1,,,,7,,,3.5,,,67,,-46,0.882479933,,-0.088318346,0,,0,,,,0,,0,"Topeka, KS",45820,3/19/2023
5/1/2014,5/31/2014,30,county,5,2032,f,"Cumberland County, NC",,North Carolina,NC,Condo/Co-op,3,53500,0.339173967,0.01783591,125000,-0.034749035,-0.080206034,47.22704675,0.255058767,0.235399572,78.03148244,-0.00329535,-0.019494062,12,0,2,4,-0.428571429,,13,0.3,-0.235294118,79,-0.048192771,0.144927536,6.6,-0.3,-10.7,117,41,-80,0.973630308,-0.005349,0.068193705,0,-0.25,0,,,,0,0,,"Fayetteville, NC",22180,3/19/2023
12/1/2021,12/31/2021,30,county,5,274,f,"Mississippi County, AR",,Arkansas,AR,All Residential,-1,104500,-0.258865248,-0.319218241,99450,-0.325534079,-0.32116041,74.21067373,-0.118428043,0.16848079,56.57300282,-0.365674613,-0.38831633,2,-0.666666667,-0.6,1,-0.75,-0.666666667,4,-0.333333333,1,27,0.038461538,1.25,13.5,9.2,11.1,55,35,-20,0.841375732,-0.151957601,-0.103875517,0,0,-0.2,0.074074074,-0.041310541,,0,0,0,"Blytheville, AR",14180,3/19/2023
2/1/2018,2/28/2018,30,county,5,3053,f,"Manassas Park, VA",,Virginia,VA,All Residential,-1,288900,0.090188679,0.194295163,264950,-0.131311475,-0.08637931,190.7467532,0.092974531,0.174655147,164.8379767,-0.116657733,-0.036276385,19,0.266666667,-0.095238095,15,-0.166666667,-0.347826087,22,0.294117647,-0.266666667,21,0.105263158,-0.192307692,1.1,-0.2,-0.1,20,-63,-2,0.989402778,0.016932617,0.013298842,0.315789474,0.249122807,0.077694236,0.238095238,-0.182957393,0.122710623,0.666666667,0.111111111,-0.028985507,"Washington, DC",47894,3/19/2023
8/1/2017,8/31/2017,30,county,5,371,f,"Clear Creek County, CO",,Colorado,CO,Single Family Residential,6,324750,-0.018882175,-0.07976764,324999,-0.103451034,0.120879462,197.7945433,0.053406628,0.033434565,200.245841,0.04857587,0.28066547,20,0,-0.090909091,20,-0.090909091,-0.090909091,26,-0.235294118,0.130434783,93,-0.010638298,-0.041237113,4.7,0,0.3,65,19,1,0.997743228,0.014044261,0.017957878,0.4,0.05,0.263636364,,,,0.05,-0.086363636,-0.131818182,"Denver, CO",19740,3/19/2023
4/1/2022,4/30/2022,30,county,5,2769,f,"Kendall County, TX",,Texas,TX,All Residential,-1,599999,-0.043500094,0.172319536,637000,0.067001675,0.158181818,231.545,0.010790306,0.192535866,277.290927,0.118830419,0.217055087,63,0.086206897,-0.030769231,47,-0.216666667,-0.308823529,78,0.083333333,-0.103448276,117,0.231578947,-0.025,1.9,0.3,0.1,16,-1,-10,1.002051476,-0.001271972,-0.001366307,0.46031746,-0.03968254,0.091086691,0.111111111,-0.015204678,0.011111111,0.617021277,-0.066312057,0.102315394,"San Antonio, TX",41700,3/19/2023
12/1/2014,12/31/2014,30,county,5,485,f,"Osceola County, FL",,Florida,FL,Condo/Co-op,3,108000,-0.035714286,-0.038290294,168050,-0.010888758,0.060586936,80.49716857,-0.092265971,-0.081459591,95.71228617,-0.018514011,0.042393808,84,0.37704918,0.68,57,0.295454545,0.727272727,97,-0.076190476,0.385714286,470,-0.054325956,0.177944862,5.6,-2.5,-2.4,68,20,-11,0.977566371,0.013280915,-0.003754665,0.202380952,0.054839969,-0.037619048,0.138297872,0.017573526,,0.263157895,-0.032296651,0.172248804,"Orlando, FL",36740,3/19/2023
7/1/2020,7/31/2020,30,county,5,2329,f,"Columbia County, OR",,Oregon,OR,Single Family Residential,6,354500,0.074568051,0.120063191,368622,0.096273606,0.053506716,216.1290323,0.050910475,0.149904326,203.240611,0.021356099,0.078407,91,0.491803279,0.166666667,72,0.043478261,0.161290323,64,-0.219512195,-0.168831169,80,-0.223300971,-0.436619718,0.9,-0.8,-0.9,20,-9,-9,0.999552891,0.008047274,0.016993775,0.384615385,-0.008827238,0.08974359,0.2375,-0.014927184,-0.220246479,0.569444444,-0.039251208,-0.011200717,"Portland, OR",38900,3/19/2023
6/1/2020,6/30/2020,30,county,5,3218,f,"St. Croix County, WI",,Wisconsin,WI,Single Family Residential,6,296750,0.060200071,0.023452319,299900,-0.032424585,0.090545455,147.0716783,0.070408895,0.06745573,150.4116529,-0.049531419,0.105606516,152,0.245901639,-0.095238095,146,0.339449541,0.042857143,185,0.101190476,-0.170403587,391,-0.01758794,-0.28649635,2.6,-0.7,-0.7,49,-3,8,0.997676375,0.00083386,0.001003905,0.414473684,0.070211389,0.087092732,0.150895141,-0.009908879,-0.026112159,0.260273973,0.003393239,-0.011154599,"Minneapolis, MN",33460,3/19/2023
10/1/2021,10/31/2021,30,county,5,1324,f,"Montgomery County, MD",,Maryland,MD,Multi-Family (2-4 Unit),4,489990,,,,,,321.515748,,,,,,3,,,,,,,,,4,,,1.3,,,43,,,0.986610977,,,0,,,0.25,,,,,,"Frederick, MD",23224,3/19/2023
1/1/2015,1/31/2015,30,county,5,2450,f,"Dorchester County, SC",,South Carolina,SC,Single Family Residential,6,178000,-0.138933971,0.00140647,190915,0.066564246,0.106753623,93.96636993,-0.036653162,0.005036753,102.5327596,0.068619206,0.098758114,139,-0.268421053,0.120967742,65,-0.17721519,0.181818182,225,0.37195122,0.066350711,1077,0.062130178,0.120707596,7.7,2.4,-0.1,118,-6,-10,0.983801882,0.009656041,0.005146273,0.18705036,0.029155623,0.001566489,,,,0.076923077,-0.037000974,-0.086713287,"Charleston, SC",16700,3/19/2023
7/1/2016,7/31/2016,30,county,5,2091,f,"Stokes County, NC",,North Carolina,NC,Single Family Residential,6,124000,0.246231156,0.07826087,115000,-0.115044248,-0.13986537,79.23497268,0.072146439,0.046149249,83.23529412,-0.04841034,-0.017665654,32,0,0.103448276,14,-0.363636364,-0.333333333,37,-0.177777778,0.121212121,182,0.034090909,-0.1875,5.7,0.2,-2,49,-66,-48,0.963196196,0.040294251,0.019314891,0.21875,0.15625,0.011853448,0.126373626,-0.117944555,-0.078983516,0.285714286,-0.25974026,0.095238095,"Winston-Salem, NC",49180,3/19/2023
4/1/2022,4/30/2022,30,county,5,2722,f,"Gaines County, TX",,Texas,TX,Single Family Residential,6,254900,0.275137569,0.416898277,252750,-0.234090909,0.360699865,133.393559,0.452885261,0.153369515,130.5442597,-0.145528482,0.158853249,10,0.111111111,0.111111111,12,1,1,18,0.384615385,0.8,57,0.017857143,0.390243902,5.7,-0.5,1.1,82,-4,-2,,,,0,0,0,,,,0.166666667,0.166666667,0,Texas nonmetropolitan area,,3/19/2023
6/1/2017,6/30/2017,30,county,5,851,f,"Jay County, IN",,Indiana,IN,All Residential,-1,65500,-0.662371134,1.701030928,37300,-0.723498888,-0.065162907,57.25524476,-0.564387932,1.612999824,23.25623734,-0.619382897,1.074992604,1,0,-0.5,2,,1,2,-0.6,1,12,0,0.2,12,0,7,28,-67,-42,0.937052933,0.034727351,0.0427877,0,0,0,,,,0,,0,Indiana nonmetropolitan area,,3/19/2023
10/1/2018,10/31/2018,30,county,5,133,f,"Cleburne County, AL",,Alabama,AL,All Residential,-1,122500,-0.52195122,0.065217391,124000,-0.173057686,0.773962804,68.48083647,0.113934064,0.112147066,72.26013649,-0.148554249,0.112139976,4,0,-0.555555556,1,-0.5,-0.8,10,4,2.333333333,23,0.277777778,0.4375,5.8,1.3,4,97,15,38,0.951048311,0.036626558,0.00621302,0,0,-0.111111111,,,,0,0,0,Alabama nonmetropolitan area,,3/19/2023
